OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,Sales Person-ID
2021-12-22,2021-11-29,SO60541,358,20801,10,1,1,ID0004
2021-10-02,2021-07-15,SO55403,223,26054,1,2,1,ID0015
2021-11-04,2021-10-20,SO57409,484,17481,6,5,2,ID0007
2021-11-03,2021-09-23,SO57333,536,25188,6,1,3,ID0004
2021-10-09,2021-08-10,SO55865,373,28729,10,1,1,ID0006
2021-03-28,2021-03-01,SO49781,478,12484,8,2,2,ID0005
2021-08-29,2021-06-02,SO53334,223,28217,9,2,1,ID0013
2021-01-10,2020-11-22,SO48871,529,20736,6,2,2,ID0009
2021-08-09,2021-06-08,SO52319,481,11324,4,2,1,ID0016
2021-09-08,2021-07-02,SO54016,471,27772,7,3,1,ID0001
2021-12-13,2021-12-03,SO59978,479,26944,10,2,2,ID0012
2021-12-23,2021-12-12,SO60611,481,28319,9,2,1,ID0011
2021-09-14,2021-08-28,SO54361,377,16691,9,1,1,ID0009
2021-12-19,2021-12-09,SO60334,529,14978,8,2,2,ID0011
2021-09-14,2021-08-22,SO54355,371,11194,4,1,1,ID0004
2021-08-28,2021-06-18,SO53268,479,27904,10,2,2,ID0010
2021-08-31,2021-07-12,SO53449,565,14207,8,1,1,ID0016
2021-09-22,2021-08-16,SO54791,490,14443,4,3,1,ID0006
2021-08-04,2021-06-01,SO52044,479,17276,1,2,2,ID0017
2021-12-22,2021-12-12,SO60538,536,20759,4,1,3,ID0001
2021-07-15,2021-05-29,SO51410,480,14945,8,2,2,ID0004
2021-07-03,2021-06-11,SO51207,352,11338,8,1,1,ID0006
2021-11-02,2021-10-18,SO57287,371,13237,4,1,1,ID0016
2021-08-04,2021-06-11,SO52020,584,11344,10,1,1,ID0012
2021-08-27,2021-08-04,SO53211,479,24748,6,2,2,ID0017
2021-12-25,2021-12-05,SO60749,223,26600,4,2,1,ID0004
2021-12-26,2021-10-17,SO60783,375,23065,1,1,1,ID0004
2021-12-22,2021-09-28,SO60535,480,13751,6,2,2,ID0008
2021-12-28,2021-11-15,SO60903,373,28639,4,1,1,ID0017
2021-08-29,2021-08-11,SO53321,538,22625,7,2,3,ID0019
2021-11-12,2021-10-12,SO57818,310,29438,8,1,1,ID0004
2021-12-04,2021-10-20,SO59286,220,14944,7,2,1,ID0001
2021-11-14,2021-10-03,SO57920,356,23244,6,1,1,ID0009
2021-11-20,2021-10-08,SO58270,466,24878,7,5,2,ID0006
2021-08-29,2021-07-20,SO53306,214,23402,1,4,1,ID0005
2021-08-23,2021-06-20,SO52991,487,22492,8,4,1,ID0016
2021-11-09,2021-10-15,SO57646,484,17686,6,5,2,ID0018
2021-11-09,2021-10-20,SO57663,464,11554,7,6,2,ID0012
2021-11-18,2021-10-20,SO58152,491,12945,6,3,1,ID0005
2021-10-03,2021-08-03,SO55486,482,27930,8,3,2,ID0012
2021-12-05,2021-10-28,SO59395,383,25193,1,1,1,ID0018
2021-08-31,2021-08-20,SO53422,479,15940,1,2,2,ID0013
2021-11-11,2021-10-15,SO57785,381,25060,4,1,1,ID0012
2021-07-28,2021-05-28,SO51622,478,14927,8,2,2,ID0004
2021-11-03,2021-10-07,SO57302,477,24916,9,1,2,ID0006
2021-10-16,2021-09-12,SO56197,377,11277,6,1,1,ID0003
2021-11-18,2021-10-19,SO58145,477,20764,6,1,2,ID0009
2021-10-21,2021-07-26,SO56436,578,12035,9,1,1,ID0004
2021-10-02,2021-07-19,SO55450,215,22072,4,3,1,ID0001
2021-08-06,2021-05-14,SO52118,529,25923,9,2,2,ID0004
2021-12-07,2021-09-15,SO59513,538,24992,4,2,3,ID0011
2021-12-22,2021-11-09,SO60526,562,14314,9,1,1,ID0004
2021-09-23,2021-07-27,SO54842,606,18064,4,1,1,ID0011
2021-08-10,2021-05-30,SO52346,480,27441,6,2,2,ID0013
2021-07-25,2021-06-20,SO51581,223,11007,9,2,1,ID0009
2021-09-15,2021-09-02,SO54381,373,13116,9,1,1,ID0009
2021-12-04,2021-10-20,SO59284,479,14979,8,2,2,ID0008
2021-08-09,2021-07-14,SO52285,541,13158,9,1,2,ID0004
2021-11-06,2021-08-12,SO57519,539,14133,9,2,2,ID0016
2021-10-11,2021-09-27,SO55957,356,11132,6,1,1,ID0008
2021-08-26,2021-06-21,SO53149,536,14328,6,1,3,ID0012
2021-12-15,2021-10-08,SO60050,223,17287,9,2,1,ID0013
2021-10-15,2021-08-26,SO56184,486,22045,1,1,1,ID0010
2021-08-27,2021-06-21,SO53228,473,11889,1,2,1,ID0009
2021-08-12,2021-07-17,SO52434,480,26348,6,2,2,ID0005
2021-11-26,2021-10-17,SO58595,485,19630,9,3,3,ID0012
2021-11-30,2021-10-28,SO58887,539,18019,8,2,2,ID0002
2021-07-10,2021-06-05,SO51327,379,27745,9,1,1,ID0005
2021-08-02,2021-07-14,SO51943,383,12077,6,1,1,ID0004
2021-11-26,2021-09-14,SO58590,537,21207,9,2,1,ID0001
2021-10-24,2021-08-15,SO56637,563,12930,1,1,1,ID0006
2021-09-15,2021-07-25,SO54394,215,24619,4,3,1,ID0004
2021-08-14,2021-06-12,SO52571,578,19402,4,1,1,ID0005
2021-11-21,2021-10-06,SO58334,385,13660,6,1,1,ID0006
2021-12-20,2021-11-20,SO60382,377,17292,9,1,1,ID0012
2021-09-02,2021-08-19,SO53713,477,11894,9,1,2,ID0014
2021-11-25,2021-09-20,SO58552,529,11215,6,2,2,ID0006
2021-08-04,2021-06-02,SO52055,586,13234,1,1,1,ID0004
2021-12-18,2021-09-20,SO60295,310,20225,9,1,1,ID0006
2021-09-25,2021-08-31,SO54937,539,23086,9,2,2,ID0004
2021-10-20,2021-08-18,SO56404,373,14135,7,1,1,ID0016
2021-09-05,2021-07-22,SO53870,529,21748,4,2,2,ID0003
2021-12-10,2021-10-30,SO59749,383,14121,1,1,1,ID0006
2021-08-30,2021-06-09,SO53375,389,13933,4,1,1,ID0006
2021-10-24,2021-08-10,SO56604,373,21978,9,1,1,ID0013
2021-12-16,2021-11-04,SO60164,358,19960,9,1,1,ID0019
2021-11-16,2021-09-20,SO58042,377,13756,6,1,1,ID0009
2021-12-11,2021-11-03,SO59774,477,23387,1,1,2,ID0002
2021-12-11,2021-09-14,SO59817,530,27355,9,2,1,ID0006
2021-08-16,2021-07-14,SO52657,352,11817,4,1,1,ID0004
2021-12-21,2021-12-07,SO60470,214,27566,4,4,1,ID0008
2021-04-07,2021-03-18,SO49955,371,15152,9,1,1,ID0017
2021-07-13,2021-05-23,SO51378,475,21501,6,2,1,ID0009
2021-09-08,2021-06-21,SO53981,354,11789,4,1,1,ID0006
2021-08-25,2021-07-18,SO53108,377,23770,10,1,1,ID0017
2021-08-16,2021-06-06,SO52619,389,15031,9,1,1,ID0011
2021-11-20,2021-09-25,SO58287,360,26824,10,1,1,ID0004
2021-09-08,2021-08-29,SO54020,490,13053,1,3,1,ID0016
2021-07-11,2021-04-25,SO51354,464,11454,9,6,2,ID0006
2021-10-21,2021-09-25,SO56476,362,12358,9,1,1,ID0018
2021-10-30,2021-10-18,SO56948,220,12354,9,2,1,ID0003
2021-11-29,2021-10-27,SO58779,477,21972,9,1,2,ID0008
2021-07-13,2021-06-05,SO51390,485,25611,10,3,3,ID0007
2021-10-04,2021-08-16,SO55540,215,20994,9,3,1,ID0006
2021-10-05,2021-07-12,SO55593,484,19129,4,5,2,ID0006
2021-12-29,2021-10-23,SO61016,485,15363,6,3,3,ID0015
2021-10-24,2021-10-07,SO56638,375,27883,8,1,1,ID0017
2021-10-20,2021-08-31,SO56417,485,12194,4,3,3,ID0014
2021-08-29,2021-07-19,SO53334,229,28217,9,2,1,ID0006
2021-10-10,2021-09-28,SO55899,478,16510,7,2,2,ID0006
2021-08-08,2021-06-10,SO52253,477,24550,10,1,2,ID0002
2021-12-04,2021-10-15,SO59309,477,11473,7,1,2,ID0009
2021-09-29,2021-09-13,SO55140,352,11999,9,1,1,ID0016
2021-10-25,2021-08-03,SO56669,235,17652,8,3,1,ID0006
2021-10-08,2021-08-15,SO55812,481,14276,9,2,1,ID0009
2021-08-25,2021-07-10,SO53127,466,24437,4,5,2,ID0006
2021-11-03,2021-10-02,SO57319,356,11200,6,1,1,ID0014
2021-10-01,2021-08-23,SO55344,375,25005,1,1,1,ID0001
2021-11-12,2021-08-15,SO57820,528,14153,8,2,2,ID0019
2021-09-22,2021-08-08,SO54784,584,23696,1,1,1,ID0011
2021-10-13,2021-09-04,SO56044,223,11200,6,2,1,ID0010
2021-11-20,2021-09-17,SO58267,362,15504,1,1,1,ID0015
2021-09-27,2021-09-07,SO55047,375,11223,6,1,1,ID0017
2021-05-26,2021-02-25,SO50591,371,11425,7,1,1,ID0004
2021-10-28,2021-08-08,SO56838,371,16404,7,1,1,ID0002
2021-10-14,2021-09-26,SO56117,590,25381,4,1,1,ID0017
2021-12-30,2021-11-29,SO61039,371,19591,9,1,1,ID0006
2021-11-28,2021-10-17,SO58776,360,12991,9,1,1,ID0013
2021-09-06,2021-06-22,SO53918,474,25726,10,1,1,ID0013
2021-11-29,2021-09-11,SO58822,356,23111,4,1,1,ID0009
2021-09-21,2021-08-29,SO54755,385,13266,4,1,1,ID0014
2021-12-28,2021-11-11,SO60951,485,24030,10,3,3,ID0007
2021-11-08,2021-10-09,SO57593,358,23574,9,1,1,ID0015
2021-10-05,2021-08-18,SO55589,567,14982,10,1,1,ID0015
2021-08-29,2021-07-06,SO53317,535,17814,10,1,2,ID0017
2021-10-10,2021-09-10,SO55920,529,23954,10,2,2,ID0005
2021-08-10,2021-05-22,SO52361,371,19771,9,1,1,ID0019
2021-12-17,2021-11-01,SO60222,379,14526,8,1,1,ID0014
2021-07-05,2021-06-24,SO51250,466,19360,10,5,2,ID0006
2021-08-15,2021-06-23,SO52610,485,28678,1,3,3,ID0018
2021-12-24,2021-11-29,SO60643,485,19955,9,3,3,ID0006
2021-11-15,2021-08-20,SO58001,584,13403,1,1,1,ID0011
2021-09-06,2021-08-26,SO53878,310,12299,10,1,1,ID0008
2021-12-15,2021-11-30,SO60072,477,15854,4,1,2,ID0006
2021-08-24,2021-06-22,SO53005,375,11493,10,1,1,ID0007
2021-10-23,2021-10-13,SO56588,528,28963,9,2,2,ID0004
2021-08-16,2021-07-14,SO52662,537,23209,6,2,1,ID0004
2021-12-08,2021-10-21,SO59624,462,13657,1,2,2,ID0015
2021-12-04,2021-11-11,SO59272,541,12237,8,1,2,ID0016
2021-12-21,2021-10-17,SO60473,371,11287,6,1,1,ID0006
2021-08-20,2021-06-11,SO52882,477,26873,8,1,2,ID0015
2021-08-21,2021-06-23,SO52902,530,19643,1,2,1,ID0001
2021-12-14,2021-11-08,SO59994,488,28876,8,2,1,ID0009
2021-12-16,2021-11-20,SO60175,478,20319,1,2,2,ID0011
2021-11-06,2021-09-04,SO57528,489,23075,4,2,1,ID0002
2021-09-12,2021-06-20,SO54223,529,24525,6,2,2,ID0018
2021-11-07,2021-09-26,SO57581,352,22173,9,1,1,ID0008
2021-08-30,2021-06-11,SO53379,466,23639,10,5,2,ID0003
2021-11-03,2021-08-21,SO57358,232,21380,9,2,1,ID0003
2021-10-31,2021-09-06,SO56977,530,28035,6,2,1,ID0002
2021-11-19,2021-10-08,SO58227,480,22683,7,2,2,ID0012
2021-12-12,2021-11-20,SO59870,352,15488,6,1,1,ID0019
2021-05-15,2021-05-05,SO50488,480,25218,9,2,2,ID0016
2021-11-05,2021-09-14,SO57437,541,28982,4,1,2,ID0004
2021-10-07,2021-09-04,SO55705,477,17122,4,1,2,ID0003
2021-08-09,2021-05-11,SO52312,379,29428,8,1,1,ID0008
2021-12-01,2021-11-11,SO59084,215,22962,9,3,1,ID0009
2021-11-07,2021-09-09,SO57555,590,17505,1,1,1,ID0009
2021-12-30,2021-11-07,SO61034,360,14427,10,1,1,ID0016
2021-11-28,2021-10-07,SO58738,377,14659,4,1,1,ID0005
2021-07-08,2021-06-02,SO51289,373,11084,1,1,1,ID0001
2021-10-29,2021-08-11,SO56873,352,16012,6,1,1,ID0004
2021-09-09,2021-06-29,SO54043,482,21255,9,3,2,ID0009
2021-10-31,2021-08-20,SO56961,215,13771,8,3,1,ID0004
2021-09-20,2021-08-02,SO54712,373,22478,8,1,1,ID0008
2021-09-27,2021-08-21,SO55087,478,24670,4,2,2,ID0005
2021-07-25,2021-07-04,SO51583,485,16015,4,3,3,ID0004
2021-05-09,2021-04-10,SO50430,377,25126,9,1,1,ID0001
2021-12-02,2021-10-02,SO59208,528,11455,9,2,2,ID0001
2021-10-08,2021-07-24,SO55783,214,16643,6,4,1,ID0005
2021-12-15,2021-12-03,SO60060,569,24953,1,1,1,ID0008
2021-08-24,2021-07-12,SO53044,472,12602,10,4,1,ID0013
2021-08-21,2021-07-06,SO52920,530,20210,1,2,1,ID0012
2021-11-07,2021-08-20,SO57587,226,11984,6,2,1,ID0004
2021-11-05,2021-08-27,SO57464,358,19130,4,1,1,ID0008
2021-10-28,2021-09-03,SO56848,387,19984,4,1,1,ID0018
2021-10-26,2021-09-10,SO56702,389,24379,9,1,1,ID0014
2021-08-25,2021-06-14,SO53072,478,17063,9,2,2,ID0001
2021-11-07,2021-09-16,SO57572,235,15498,6,3,1,ID0004
2021-10-01,2021-09-17,SO55380,310,26222,10,1,1,ID0004
2021-11-29,2021-10-29,SO58787,528,13806,7,2,2,ID0004
2021-12-15,2021-11-19,SO60120,371,19427,7,1,1,ID0013
2021-12-20,2021-09-22,SO60431,223,25119,9,2,1,ID0010
2021-10-27,2021-10-09,SO56761,373,25217,9,1,1,ID0004
2021-09-16,2021-08-10,SO54446,214,16772,6,4,1,ID0003
2021-12-12,2021-11-22,SO59895,576,23155,4,1,1,ID0003
2021-11-27,2021-09-07,SO58681,356,13286,1,1,1,ID0016
2021-11-13,2021-10-27,SO57891,354,11241,7,1,1,ID0019
2021-10-28,2021-08-24,SO56850,491,28365,10,3,1,ID0014
2021-10-17,2021-09-18,SO56242,220,13179,6,2,1,ID0008
2021-05-08,2021-02-10,SO50412,537,27268,4,2,1,ID0018
2021-12-17,2021-10-28,SO60183,485,18901,9,3,3,ID0002
2021-07-25,2021-05-08,SO51571,215,14046,9,3,1,ID0007
2021-09-22,2021-09-01,SO54784,215,23696,1,3,1,ID0017
2021-12-01,2021-10-11,SO59104,220,19909,8,2,1,ID0001
2021-12-27,2021-12-08,SO60838,480,13265,8,2,2,ID0008
2021-12-23,2021-10-04,SO60609,477,17315,9,1,2,ID0002
2021-08-06,2021-06-09,SO52152,215,23224,10,3,1,ID0009
2021-10-14,2021-09-09,SO56105,358,14098,1,1,1,ID0002
2021-12-18,2021-10-23,SO60297,528,25120,9,2,2,ID0011
2021-12-08,2021-10-01,SO59642,235,22257,4,3,1,ID0011
2021-11-24,2021-11-11,SO58487,377,13808,8,1,1,ID0004
2021-12-23,2021-11-11,SO60625,223,13576,10,2,1,ID0006
2021-08-29,2021-06-29,SO53291,354,12738,8,1,1,ID0014
2021-12-08,2021-10-18,SO59595,491,22158,1,3,1,ID0005
2021-10-07,2021-09-01,SO55700,462,14626,6,2,2,ID0006
2021-09-02,2021-07-03,SO53707,377,12164,4,1,1,ID0009
2021-08-26,2021-07-31,SO53168,223,18973,4,2,1,ID0015
2021-01-11,2020-10-20,SO48882,310,26801,4,1,1,ID0013
2021-11-12,2021-09-14,SO57833,215,12706,9,3,1,ID0009
2021-08-12,2021-05-30,SO52443,480,11233,4,2,2,ID0013
2021-07-22,2021-07-08,SO51523,215,24427,4,3,1,ID0001
2021-08-27,2021-07-25,SO53235,537,11303,1,2,1,ID0004
2021-12-26,2021-10-01,SO60818,474,11109,9,1,1,ID0001
2021-11-30,2021-10-10,SO58875,528,11566,7,2,2,ID0009
2021-10-14,2021-08-31,SO56080,352,23002,1,1,1,ID0006
2021-10-29,2021-08-10,SO56891,537,11866,4,2,1,ID0016
2021-11-22,2021-09-02,SO58380,480,16088,1,2,2,ID0017
2021-03-19,2021-03-07,SO49723,214,14366,1,4,1,ID0009
2021-12-01,2021-11-07,SO59096,360,22776,4,1,1,ID0011
2021-12-15,2021-09-21,SO60052,478,20232,9,2,2,ID0003
2021-05-20,2021-02-28,SO50525,214,14447,1,4,1,ID0011
2021-11-25,2021-09-21,SO58555,538,25174,1,2,3,ID0009
2021-11-08,2021-10-17,SO57630,383,20009,4,1,1,ID0015
2021-07-19,2021-06-15,SO51476,375,28694,10,1,1,ID0014
2021-01-22,2020-12-05,SO48965,528,19030,8,2,2,ID0011
2021-10-03,2021-09-19,SO55481,371,18024,10,1,1,ID0011
2021-05-02,2021-03-26,SO50339,485,18026,10,3,3,ID0016
2021-12-12,2021-11-11,SO59898,214,17271,1,4,1,ID0005
2021-08-07,2021-06-18,SO52186,226,16814,4,2,1,ID0006
2021-10-31,2021-10-09,SO56961,358,13771,8,1,1,ID0013
2021-10-09,2021-08-11,SO55858,477,29292,9,1,2,ID0008
2021-11-23,2021-08-27,SO58418,604,11790,4,1,1,ID0011
2021-08-02,2021-05-15,SO51963,229,24063,7,2,1,ID0006
2021-12-18,2021-10-26,SO60263,383,20923,8,1,1,ID0006
2021-11-18,2021-11-04,SO58141,529,13257,8,2,2,ID0006
2021-09-12,2021-07-19,SO54194,604,17908,9,1,1,ID0016
2021-08-21,2021-07-24,SO52906,530,17806,8,2,1,ID0006
2021-12-04,2021-09-29,SO59305,580,16234,4,1,1,ID0009
2021-12-31,2021-11-27,SO61119,385,11719,6,1,1,ID0004
2021-09-14,2021-07-03,SO54318,473,11428,8,2,1,ID0001
2021-09-24,2021-09-01,SO54905,375,17138,4,1,1,ID0009
2021-08-21,2021-08-11,SO52918,473,11865,4,2,1,ID0006
2021-12-14,2021-11-04,SO60041,377,24198,7,1,1,ID0012
2021-10-28,2021-09-22,SO56849,540,19518,8,2,1,ID0004
2021-12-24,2021-10-18,SO60691,362,25401,4,1,1,ID0004
2021-12-10,2021-09-15,SO59729,485,18689,1,3,3,ID0002
2021-09-24,2021-07-27,SO54891,480,23077,9,2,2,ID0006
2021-12-09,2021-11-23,SO59703,356,22650,8,1,1,ID0015
2021-09-11,2021-08-02,SO54164,371,14982,10,1,1,ID0010
2021-12-07,2021-09-17,SO59566,530,25423,4,2,1,ID0010
2021-11-04,2021-09-10,SO57408,375,13303,6,1,1,ID0006
2021-12-26,2021-12-06,SO60778,360,26804,4,1,1,ID0008
2021-12-06,2021-09-11,SO59485,215,11356,9,3,1,ID0017
2021-10-24,2021-08-11,SO56625,477,15294,1,1,2,ID0008
2021-12-26,2021-10-19,SO60807,371,15402,6,1,1,ID0003
2021-07-25,2021-05-09,SO51583,484,16015,4,5,2,ID0017
2021-12-02,2021-11-09,SO59150,310,17824,8,1,1,ID0018
2021-11-22,2021-09-15,SO58364,478,28980,1,2,2,ID0016
