OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,Sales Person-ID
2022-07-06,2022-05-30,SO62753,477,14008,9,1,2,ID0005
2022-10-10,2022-08-17,SO70859,535,15266,9,1,2,ID0009
2022-09-25,2022-07-25,SO68920,478,26412,7,2,2,ID0003
2022-12-09,2022-11-06,SO61405,480,16943,8,2,2,ID0007
2022-03-06,2022-02-13,SO68154,362,15822,9,1,1,ID0015
2022-12-05,2022-10-02,SO61349,530,12563,10,2,1,ID0017
2022-03-05,2022-01-12,SO68096,371,16410,10,1,1,ID0019
2022-08-19,2022-06-11,SO66564,489,12398,7,2,1,ID0011
2022-01-18,2021-12-02,SO73479,358,26280,4,1,1,ID0014
2022-12-20,2022-11-08,SO71961,464,12863,8,6,2,ID0009
2022-09-04,2022-08-12,SO66241,310,16066,4,1,1,ID0012
2022-07-27,2022-05-31,SO63044,485,12435,4,3,3,ID0016
2022-11-27,2022-11-12,SO63559,593,17950,7,1,1,ID0006
2022-07-01,2022-05-29,SO73432,528,29038,4,2,2,ID0005
2022-03-28,2022-02-18,SO69646,310,28700,8,1,1,ID0003
2022-08-04,2022-06-22,SO70946,310,21392,9,1,1,ID0017
2022-01-14,2021-10-16,SO62086,528,22582,9,2,2,ID0020
2022-05-10,2022-04-11,SO72535,529,20773,6,2,2,ID0005
2022-02-19,2022-01-07,SO62689,377,26992,10,1,1,ID0010
2022-12-23,2022-11-11,SO69347,488,15610,10,2,1,ID0017
2022-06-18,2022-04-06,SO66901,480,23215,4,2,2,ID0019
2022-02-15,2021-12-27,SO64358,576,23545,9,1,1,ID0020
2022-07-06,2022-05-23,SO64438,575,25879,4,1,1,ID0020
2022-10-01,2022-08-16,SO68212,528,26685,4,2,2,ID0007
2022-09-17,2022-07-26,SO67115,529,11474,10,2,2,ID0019
2022-04-05,2022-02-05,SO62460,310,29174,1,1,1,ID0017
2022-10-05,2022-09-17,SO69696,489,16421,7,2,1,ID0020
2022-03-18,2022-01-03,SO63963,354,24320,1,1,1,ID0010
2022-10-08,2022-07-22,SO65146,310,26338,4,1,1,ID0006
2022-01-31,2022-01-18,SO67073,536,24249,9,1,3,ID0005
2022-12-21,2022-11-28,SO67983,528,26453,1,2,2,ID0018
2022-05-11,2022-04-22,SO70537,387,23247,4,1,1,ID0004
2022-05-02,2022-02-04,SO73066,480,22303,7,2,2,ID0007
2022-11-20,2022-09-04,SO61416,220,17184,8,2,1,ID0004
2022-01-16,2021-11-08,SO62657,487,17707,8,4,1,ID0007
2022-09-13,2022-09-01,SO70788,477,21870,10,1,2,ID0002
2022-11-14,2022-09-19,SO66290,375,21842,8,1,1,ID0015
2022-02-25,2022-02-02,SO69200,310,11396,8,1,1,ID0006
2022-01-30,2021-12-16,SO62067,529,13029,1,2,2,ID0006
2022-07-29,2022-05-04,SO62244,574,14940,8,1,1,ID0002
2022-03-06,2022-01-02,SO73105,356,26431,9,1,1,ID0002
2022-12-17,2022-10-19,SO66739,310,13358,6,1,1,ID0010
2022-05-19,2022-05-03,SO68858,310,16118,4,1,1,ID0006
2022-06-01,2022-03-15,SO68245,539,15005,4,2,2,ID0010
2022-05-10,2022-02-23,SO66168,480,20332,1,2,2,ID0014
2022-11-25,2022-10-06,SO62550,480,12054,6,2,2,ID0014
2022-01-19,2021-12-18,SO61901,358,14636,1,1,1,ID0014
2022-03-19,2022-01-04,SO71089,485,13579,8,3,3,ID0014
2022-07-20,2022-05-17,SO63531,381,19814,4,1,1,ID0006
2022-04-13,2022-02-04,SO70550,362,15698,8,1,1,ID0006
2022-04-30,2022-03-20,SO73307,235,15532,4,3,1,ID0007
2022-04-02,2022-03-19,SO64046,487,18651,1,4,1,ID0008
2022-06-16,2022-05-28,SO71212,539,23855,4,2,2,ID0008
2022-03-24,2022-02-24,SO63795,215,15354,10,3,1,ID0016
2022-06-08,2022-05-15,SO69765,379,15308,4,1,1,ID0001
2022-04-12,2022-02-01,SO73622,476,28234,4,1,1,ID0019
2022-07-22,2022-05-19,SO66826,583,16585,10,1,1,ID0020
2022-02-20,2021-11-25,SO69302,530,20206,6,2,1,ID0020
2022-03-04,2021-12-27,SO64354,536,15380,1,1,3,ID0012
2022-10-30,2022-08-02,SO69188,379,20383,1,1,1,ID0005
2022-08-17,2022-05-25,SO68294,528,23062,1,2,2,ID0017
2022-09-09,2022-06-17,SO69718,475,28701,8,2,1,ID0019
2022-10-28,2022-08-08,SO67719,379,20119,1,1,1,ID0019
2022-05-24,2022-04-05,SO71671,462,18231,4,2,2,ID0011
2022-08-04,2022-07-08,SO67481,375,12701,9,1,1,ID0013
2022-01-20,2021-11-08,SO71013,480,18762,4,2,2,ID0016
2022-05-10,2022-03-13,SO67517,477,16336,4,1,2,ID0009
2022-02-24,2022-01-07,SO66576,214,18176,8,4,1,ID0007
2022-06-25,2022-03-31,SO66303,223,25831,9,2,1,ID0020
2022-10-08,2022-08-31,SO61360,488,12041,1,2,1,ID0005
2022-03-29,2022-01-22,SO68922,477,13409,7,1,2,ID0004
2022-05-17,2022-04-12,SO74110,479,24727,1,2,2,ID0009
2022-02-15,2022-01-18,SO68379,223,16244,4,2,1,ID0019
2022-09-20,2022-08-22,SO73772,362,22186,4,1,1,ID0011
2022-12-15,2022-11-13,SO62223,362,25421,1,1,1,ID0003
2022-04-17,2022-01-19,SO71516,358,21398,4,1,1,ID0003
2022-09-23,2022-08-31,SO66142,477,26708,4,1,2,ID0009
2022-04-01,2022-03-21,SO69089,537,12700,9,2,1,ID0015
2022-01-05,2021-11-27,SO72242,352,18399,4,1,1,ID0005
2022-04-09,2022-01-14,SO70759,352,13044,9,1,1,ID0012
2022-10-18,2022-09-27,SO64098,529,11804,1,2,2,ID0006
2022-06-01,2022-04-15,SO73199,310,11276,6,1,1,ID0016
2022-09-03,2022-06-13,SO64531,528,18266,9,2,2,ID0001
2022-01-05,2021-12-14,SO64733,478,15678,7,2,2,ID0005
2022-10-26,2022-09-12,SO65139,477,20284,9,1,2,ID0011
2022-10-19,2022-09-12,SO74065,352,15502,1,1,1,ID0022
2022-11-22,2022-09-14,SO65757,528,11262,6,2,2,ID0001
2022-09-08,2022-07-13,SO71097,529,15020,9,2,2,ID0006
2022-08-05,2022-07-07,SO62840,480,17837,8,2,2,ID0020
2022-01-08,2021-11-09,SO73907,310,13311,1,1,1,ID0017
2022-06-30,2022-05-18,SO71754,477,27984,9,1,2,ID0012
2022-11-17,2022-09-10,SO67905,485,17907,9,3,3,ID0021
2022-10-26,2022-10-07,SO72128,358,26560,9,1,1,ID0019
2022-05-21,2022-03-21,SO68496,479,12074,6,2,2,ID0009
2022-12-28,2022-11-24,SO61500,477,23689,4,1,2,ID0001
2022-01-27,2021-10-30,SO65551,529,23510,4,2,2,ID0016
2022-07-01,2022-04-16,SO63796,535,24004,9,1,2,ID0014
2022-09-09,2022-08-30,SO70270,214,17539,6,4,1,ID0012
2022-05-01,2022-02-27,SO68567,377,14341,6,1,1,ID0014
2022-03-31,2022-01-20,SO64411,371,19497,10,1,1,ID0011
2022-05-01,2022-03-26,SO72171,541,11930,9,1,2,ID0017
2022-06-17,2022-05-16,SO69083,310,12302,8,1,1,ID0017
2022-11-21,2022-10-19,SO72361,462,17731,9,2,2,ID0009
2022-12-02,2022-09-06,SO72587,358,20931,10,1,1,ID0015
2022-07-24,2022-05-14,SO71541,215,13226,1,3,1,ID0021
2022-06-04,2022-05-08,SO73193,354,19301,10,1,1,ID0020
2022-11-09,2022-09-16,SO64295,480,14055,9,2,2,ID0006
2022-09-28,2022-07-22,SO70632,371,22677,8,1,1,ID0005
2022-03-01,2021-12-19,SO73468,223,18388,4,2,1,ID0015
2022-06-29,2022-03-31,SO67058,379,12019,4,1,1,ID0006
2022-07-20,2022-05-15,SO72791,539,18279,9,2,2,ID0020
2022-03-14,2022-01-31,SO69197,487,21025,10,4,1,ID0018
2022-09-12,2022-07-24,SO68949,220,11428,8,2,1,ID0013
2022-04-19,2022-01-25,SO62709,310,27430,1,1,1,ID0002
2022-12-16,2022-11-05,SO70013,371,11422,10,1,1,ID0008
2022-02-13,2022-01-30,SO69633,310,17295,9,1,1,ID0002
2022-12-06,2022-10-18,SO63879,538,12337,9,2,3,ID0022
2022-06-02,2022-05-21,SO73562,379,13713,1,1,1,ID0002
2022-02-17,2021-12-31,SO68095,539,18720,9,2,2,ID0008
2022-03-03,2021-12-31,SO64307,476,13577,7,1,1,ID0005
2022-02-05,2022-01-03,SO67189,214,12575,9,4,1,ID0022
2022-11-24,2022-11-10,SO66425,235,21344,4,3,1,ID0014
2022-08-19,2022-05-30,SO65148,535,20706,4,1,2,ID0011
2022-09-26,2022-07-10,SO66276,479,25190,1,2,2,ID0009
2022-01-31,2021-12-02,SO73051,215,28037,1,3,1,ID0011
2022-09-18,2022-09-02,SO65725,480,15991,1,2,2,ID0004
2022-12-30,2022-12-20,SO63579,381,14918,1,1,1,ID0006
2022-06-14,2022-05-23,SO69686,377,16120,4,1,1,ID0014
2022-04-18,2022-03-19,SO71521,528,23552,6,2,2,ID0001
2022-12-21,2022-11-21,SO71025,220,19569,9,2,1,ID0016
2022-01-29,2021-12-22,SO63398,352,22314,7,1,1,ID0013
2022-04-15,2022-03-01,SO72961,220,25262,9,2,1,ID0006
2022-02-26,2021-12-04,SO71687,485,23932,7,3,3,ID0016
2022-06-25,2022-04-03,SO64241,472,24203,7,4,1,ID0009
2022-09-19,2022-06-23,SO67100,488,23514,1,2,1,ID0011
2022-07-26,2022-06-19,SO69297,477,25564,9,1,2,ID0003
2022-02-13,2022-01-29,SO71014,485,18596,4,3,3,ID0017
2022-12-10,2022-10-14,SO68327,462,15178,9,2,2,ID0012
2022-10-18,2022-07-30,SO63838,535,28060,1,1,2,ID0003
2022-12-16,2022-10-28,SO62724,371,28722,7,1,1,ID0018
2022-08-19,2022-06-20,SO73720,529,16605,9,2,2,ID0018
2022-03-03,2022-01-19,SO61428,528,20615,9,2,2,ID0014
2022-05-14,2022-03-21,SO61789,490,17501,9,3,1,ID0021
2022-05-22,2022-03-29,SO71238,538,16117,1,2,3,ID0016
2022-02-25,2022-01-02,SO62326,223,13827,8,2,1,ID0017
2022-12-06,2022-09-10,SO68938,362,17293,9,1,1,ID0009
2022-06-01,2022-05-08,SO70075,310,15725,9,1,1,ID0021
2022-10-09,2022-09-19,SO61931,362,27619,4,1,1,ID0018
2022-11-11,2022-10-17,SO68549,528,17833,8,2,2,ID0013
2022-07-30,2022-06-21,SO73358,474,19668,1,1,1,ID0009
2022-09-08,2022-07-19,SO70549,383,23487,6,1,1,ID0014
2022-04-26,2022-03-23,SO68565,377,22183,1,1,1,ID0020
2022-09-23,2022-07-06,SO70516,226,20887,7,2,1,ID0001
2022-04-06,2022-02-04,SO68972,220,23519,4,2,1,ID0007
2022-05-15,2022-03-27,SO64811,485,25043,4,3,3,ID0012
2022-07-21,2022-05-26,SO67355,310,25478,7,1,1,ID0007
2022-01-31,2021-11-02,SO68208,379,11698,6,1,1,ID0008
2022-01-30,2021-11-26,SO68944,605,18430,1,1,1,ID0011
2022-09-04,2022-07-07,SO73032,562,26919,9,1,1,ID0019
2022-05-08,2022-02-14,SO65627,529,16204,7,2,2,ID0014
2022-10-26,2022-09-28,SO68223,352,16485,4,1,1,ID0005
2022-07-02,2022-06-21,SO70470,220,29031,1,2,1,ID0014
2022-04-23,2022-02-10,SO73434,385,26122,4,1,1,ID0005
2022-12-06,2022-11-26,SO71485,536,13119,9,1,3,ID0010
2022-01-13,2021-12-25,SO63642,477,24732,1,1,2,ID0016
2022-10-08,2022-09-03,SO66503,476,22446,10,1,1,ID0007
2022-12-11,2022-11-12,SO66902,310,16149,6,1,1,ID0019
2022-12-21,2022-11-05,SO64048,604,27171,10,1,1,ID0017
2022-05-03,2022-04-02,SO63956,541,22396,10,1,2,ID0015
2022-09-30,2022-09-16,SO68497,462,17760,10,2,2,ID0020
2022-11-19,2022-10-16,SO63746,352,23903,8,1,1,ID0007
2022-04-09,2022-02-22,SO70875,354,19092,9,1,1,ID0005
2022-10-11,2022-07-17,SO67397,479,23701,4,2,2,ID0009
2022-01-25,2021-11-19,SO69054,605,18329,6,1,1,ID0012
2022-06-18,2022-06-05,SO63924,485,12769,1,3,3,ID0010
2022-03-22,2022-01-15,SO72469,358,20137,8,1,1,ID0010
2022-12-01,2022-09-26,SO74129,360,18400,4,1,1,ID0004
2022-09-20,2022-07-05,SO72144,528,16270,8,2,2,ID0014
2022-01-05,2021-10-15,SO69132,371,18379,6,1,1,ID0016
2022-06-28,2022-06-12,SO64233,477,26096,4,1,2,ID0014
2022-07-20,2022-07-06,SO72684,480,11230,4,2,2,ID0012
2022-04-24,2022-02-09,SO72948,477,14171,8,1,2,ID0001
2022-04-18,2022-02-20,SO69903,478,24107,8,2,2,ID0010
2022-08-02,2022-05-06,SO64665,538,26530,1,2,3,ID0007
2022-11-06,2022-08-26,SO62183,528,27506,4,2,2,ID0007
2022-01-08,2021-11-23,SO61329,362,27065,4,1,1,ID0016
2022-05-11,2022-02-14,SO68157,220,28929,9,2,1,ID0017
2022-08-28,2022-07-28,SO64622,529,11951,9,2,2,ID0011
2022-03-31,2022-01-09,SO66526,478,16717,6,2,2,ID0022
2022-12-09,2022-11-22,SO63968,564,21745,6,1,1,ID0006
2022-12-16,2022-12-06,SO61396,214,25328,6,4,1,ID0009
2022-09-28,2022-07-14,SO74125,478,11717,1,2,2,ID0022
2022-12-18,2022-10-13,SO66060,604,26131,9,1,1,ID0006
2022-01-10,2021-11-11,SO73403,487,21385,4,4,1,ID0008
2022-04-30,2022-02-27,SO73436,477,26282,1,1,2,ID0022
2022-11-05,2022-09-05,SO69890,373,24986,6,1,1,ID0015
2022-04-11,2022-03-31,SO62354,385,29226,1,1,1,ID0018
2022-03-17,2022-02-10,SO67247,360,27597,9,1,1,ID0022
2022-06-09,2022-05-21,SO68401,478,11897,9,2,2,ID0003
2022-04-07,2022-03-06,SO69598,605,21399,4,1,1,ID0022
2022-06-30,2022-05-12,SO72100,371,27589,9,1,1,ID0014
2022-10-13,2022-07-30,SO70865,480,18609,1,2,2,ID0002
2022-01-25,2021-11-07,SO63847,478,17602,4,2,2,ID0015
2022-03-24,2022-02-05,SO63684,530,26328,4,2,1,ID0012
2022-02-12,2022-01-22,SO65729,354,24167,9,1,1,ID0012
2022-05-14,2022-03-29,SO63378,537,14077,6,2,1,ID0015
2022-11-04,2022-10-24,SO73484,352,28284,6,1,1,ID0014
2022-07-28,2022-05-21,SO71219,310,19188,8,1,1,ID0015
2022-10-24,2022-10-07,SO70890,572,21736,4,2,1,ID0003
2022-12-12,2022-11-11,SO61754,381,14917,1,1,1,ID0003
2022-01-21,2021-11-16,SO68515,358,26134,9,1,1,ID0004
2022-10-25,2022-08-24,SO64761,473,11553,10,2,1,ID0005
2022-02-17,2021-12-10,SO71975,528,14787,10,2,2,ID0019
2022-02-18,2021-11-24,SO64061,480,15577,9,2,2,ID0016
2022-08-15,2022-07-03,SO72715,232,22008,6,2,1,ID0011
2022-11-19,2022-09-04,SO71721,214,11861,6,4,1,ID0006
2022-05-11,2022-03-14,SO64132,352,28242,4,1,1,ID0009
2022-02-23,2022-02-11,SO64471,480,28968,4,2,2,ID0015
2022-08-02,2022-06-09,SO61532,528,23265,1,2,2,ID0008
2022-09-25,2022-08-22,SO62731,589,11658,4,1,1,ID0022
2022-07-04,2022-05-29,SO61589,215,29203,4,3,1,ID0018
2022-11-21,2022-10-14,SO70544,360,17588,1,1,1,ID0009
2022-04-24,2022-03-30,SO67602,484,26176,6,5,2,ID0009
2022-07-25,2022-05-15,SO67366,563,12061,6,1,1,ID0002
2022-04-04,2022-01-19,SO71084,536,18790,1,1,3,ID0020
2022-12-28,2022-12-11,SO66533,477,12752,7,1,2,ID0014
2022-01-31,2021-11-10,SO68507,377,16855,6,1,1,ID0004
2022-05-05,2022-03-09,SO65027,541,25809,9,1,2,ID0010
2022-05-16,2022-03-24,SO62410,356,15106,10,1,1,ID0021
2022-03-27,2022-02-14,SO72753,371,13857,1,1,1,ID0004
2022-06-08,2022-03-17,SO61321,537,14319,9,2,1,ID0013
2022-07-25,2022-04-26,SO63488,541,23699,4,1,2,ID0008
2022-05-24,2022-04-06,SO63306,474,26712,4,1,1,ID0015
2022-05-04,2022-02-06,SO69580,477,20549,8,1,2,ID0019
2022-02-19,2022-01-23,SO66417,529,14310,9,2,2,ID0006
2022-03-27,2022-01-30,SO67535,477,19478,10,1,2,ID0007
2022-12-17,2022-11-21,SO68617,478,18558,1,2,2,ID0022
2022-06-04,2022-05-11,SO66307,214,21556,9,4,1,ID0003
2022-06-29,2022-06-10,SO67906,371,19571,9,1,1,ID0005
2022-09-07,2022-08-03,SO65007,371,25294,9,1,1,ID0010
2022-09-25,2022-09-10,SO66874,229,29239,4,2,1,ID0021
2022-05-02,2022-04-07,SO66872,606,21219,9,1,1,ID0021
2022-06-04,2022-03-31,SO71189,371,29366,10,1,1,ID0019
2022-01-11,2021-12-16,SO68665,356,24283,9,1,1,ID0003
2022-09-26,2022-08-20,SO67999,540,29444,10,2,1,ID0010
2022-03-28,2022-02-14,SO73546,485,24692,8,3,3,ID0002
2022-07-23,2022-06-28,SO64274,373,15458,8,1,1,ID0010
2022-07-26,2022-05-26,SO66421,360,26611,4,1,1,ID0022
2022-12-04,2022-11-24,SO68796,604,27273,4,1,1,ID0019
2022-06-26,2022-05-09,SO64236,537,13660,6,2,1,ID0017
2022-09-28,2022-08-28,SO61300,223,13164,4,2,1,ID0018
2022-03-05,2022-02-15,SO70205,538,11728,1,2,3,ID0015
2022-06-05,2022-05-06,SO64240,358,20661,4,1,1,ID0018
2022-11-08,2022-09-15,SO61980,383,17632,10,1,1,ID0012
2022-05-05,2022-02-16,SO73638,356,26924,9,1,1,ID0021
2022-05-09,2022-03-27,SO64099,478,13215,4,2,2,ID0022
2022-10-16,2022-09-10,SO73532,480,14586,6,2,2,ID0002
2022-04-13,2022-03-09,SO61916,220,20525,4,2,1,ID0022
2022-10-30,2022-09-19,SO61608,389,27603,4,1,1,ID0009
2022-10-23,2022-08-25,SO66835,373,26430,9,1,1,ID0011
2022-11-26,2022-10-25,SO65563,478,12022,1,2,2,ID0006
2022-12-12,2022-10-26,SO70346,490,13675,10,3,1,ID0016
2022-05-05,2022-03-02,SO66543,490,13217,6,3,1,ID0003
2022-11-12,2022-10-11,SO66351,477,16094,4,1,2,ID0012
2022-10-13,2022-09-21,SO73523,477,24406,4,1,2,ID0008
2022-01-29,2022-01-13,SO62238,232,18278,9,2,1,ID0012
2022-07-06,2022-06-06,SO72739,479,16541,10,2,2,ID0003
2022-06-15,2022-04-11,SO72110,354,15876,6,1,1,ID0007
2022-06-17,2022-05-31,SO66799,480,14405,1,2,2,ID0002
2022-03-17,2022-01-05,SO61313,477,11427,8,1,2,ID0020
2022-04-22,2022-02-14,SO70729,561,18204,9,2,1,ID0015
2022-12-26,2022-12-14,SO64189,537,27990,4,2,1,ID0002
2022-04-18,2022-02-05,SO72823,477,15662,10,1,2,ID0004
2022-09-11,2022-07-30,SO73862,528,26829,8,2,2,ID0010
2022-09-28,2022-08-31,SO67584,476,19038,8,1,1,ID0016
2022-04-06,2022-03-21,SO72372,371,21154,4,1,1,ID0022
2022-04-27,2022-04-03,SO63623,215,20267,9,3,1,ID0021
2022-06-15,2022-04-23,SO61713,214,14433,4,4,1,ID0022
2022-05-25,2022-03-16,SO72165,477,27854,7,1,2,ID0015
2022-02-21,2022-02-11,SO73641,605,11919,9,1,1,ID0019
2022-07-24,2022-07-02,SO63875,381,24184,10,1,1,ID0004
2022-06-04,2022-03-20,SO71322,371,17553,1,1,1,ID0013
2022-09-27,2022-09-03,SO73963,471,27475,1,3,1,ID0006
2022-10-04,2022-09-10,SO66142,562,26708,4,1,1,ID0012
2022-11-22,2022-09-24,SO61351,215,11201,4,3,1,ID0022
2022-10-31,2022-09-18,SO72210,223,19858,1,2,1,ID0011
2022-03-31,2022-01-20,SO66320,528,18134,8,2,2,ID0006
2022-12-22,2022-11-27,SO69892,529,16669,1,2,2,ID0012
2022-10-05,2022-09-18,SO63674,529,25946,9,2,2,ID0016
2022-11-14,2022-08-16,SO64420,232,11594,7,2,1,ID0003
2022-12-15,2022-09-26,SO64286,371,24762,1,1,1,ID0021
2022-08-12,2022-05-21,SO73218,535,27187,8,1,2,ID0021
2022-01-03,2021-10-18,SO65334,354,29320,9,1,1,ID0013
2022-10-27,2022-10-17,SO70073,479,25928,9,2,2,ID0005
2022-06-19,2022-05-30,SO66906,215,17473,1,3,1,ID0015
2022-06-16,2022-06-06,SO61598,483,27343,9,4,1,ID0022
2022-04-24,2022-03-15,SO72811,377,12203,6,1,1,ID0013
2022-03-26,2022-01-13,SO70433,214,26423,9,4,1,ID0014
2022-05-14,2022-04-30,SO68271,476,18291,9,1,1,ID0010
2022-04-05,2022-03-26,SO66967,356,19150,6,1,1,ID0005
2022-01-04,2021-12-08,SO66757,223,23404,1,2,1,ID0017
2022-11-11,2022-08-28,SO68577,478,14395,4,2,2,ID0010
2022-07-04,2022-06-23,SO71368,377,11710,4,1,1,ID0016
2022-07-30,2022-06-10,SO67819,375,16111,1,1,1,ID0019
2022-10-28,2022-09-21,SO64595,536,20283,9,1,3,ID0001
2022-09-27,2022-09-06,SO71764,491,23709,4,3,1,ID0017
2022-05-06,2022-04-22,SO65901,589,14765,6,1,1,ID0010
2022-08-17,2022-07-03,SO65405,215,22433,10,3,1,ID0002
2022-09-25,2022-09-08,SO65738,477,18916,4,1,2,ID0020
2022-04-22,2022-03-26,SO72495,354,13111,9,1,1,ID0006
2022-02-10,2021-11-14,SO63926,530,15997,6,2,1,ID0016
2022-01-17,2022-01-01,SO71010,229,23821,1,2,1,ID0011
2022-02-19,2021-11-30,SO65397,477,26398,10,1,2,ID0015
2022-01-31,2021-12-10,SO69290,477,16909,4,1,2,ID0018
2022-09-02,2022-08-02,SO64395,215,18759,6,3,1,ID0012
2022-03-04,2021-12-06,SO67630,383,15589,9,1,1,ID0014
2022-07-12,2022-06-23,SO67630,477,15589,9,1,2,ID0019
2022-09-28,2022-07-09,SO67359,362,27398,4,1,1,ID0022
2022-01-23,2021-10-29,SO64601,220,24664,6,2,1,ID0010
2022-07-17,2022-05-15,SO70873,478,22592,10,2,2,ID0018
2022-08-01,2022-05-16,SO70393,356,17338,6,1,1,ID0013
2022-12-30,2022-12-02,SO68102,466,25751,8,5,2,ID0007
2022-03-28,2022-03-10,SO64599,528,14039,9,2,2,ID0003
2022-04-15,2022-01-24,SO69296,214,26662,9,4,1,ID0006
2022-10-29,2022-09-28,SO62311,373,18100,4,1,1,ID0006
2022-03-11,2022-01-28,SO61310,220,13541,8,2,1,ID0007
2022-04-13,2022-01-20,SO67137,477,21160,4,1,2,ID0003
2022-11-29,2022-09-25,SO63865,214,27582,9,4,1,ID0003
2022-02-24,2021-12-13,SO72304,352,14612,4,1,1,ID0017
2022-03-07,2022-01-06,SO68488,588,22738,4,1,1,ID0006
2022-07-20,2022-06-24,SO64639,223,15066,7,2,1,ID0017
2022-07-12,2022-06-28,SO64110,358,24760,1,1,1,ID0006
2022-08-29,2022-07-19,SO66842,538,11211,6,2,3,ID0004
2022-09-21,2022-07-05,SO62363,477,15164,4,1,2,ID0022
2022-10-16,2022-09-29,SO73248,215,18804,4,3,1,ID0005
2022-09-01,2022-08-06,SO61690,481,13880,1,2,1,ID0004
2022-09-18,2022-07-13,SO69819,358,24647,6,1,1,ID0005
2022-01-27,2021-12-26,SO63643,373,26689,4,1,1,ID0006
2022-06-02,2022-04-02,SO68431,377,15102,10,1,1,ID0009
2022-08-29,2022-07-05,SO70888,541,23705,4,1,2,ID0022
2022-11-03,2022-10-22,SO65105,529,27505,4,2,2,ID0016
2022-05-10,2022-03-03,SO72215,529,15746,1,2,2,ID0006
2022-09-19,2022-06-22,SO73046,480,22824,7,2,2,ID0020
2022-10-24,2022-09-01,SO66688,362,26188,9,1,1,ID0021
2022-07-06,2022-04-14,SO66870,472,29099,9,4,1,ID0017
2022-04-03,2022-01-28,SO72443,214,12369,9,4,1,ID0020
